timestamp,solar_radiation
1657062000,0
1657065600,0
1657069200,0
1657072800,0
1657076400,0.26315789473684
1657080000,25.7894736842105
1657083600,101.842105263157
1657087200,309.473684210525
1657090800,366.05263157895
1657094400,684.473684210525
1657098000,570.26315789474
1657101600,768.15789473684
1657105200,728.157894736845
1657108800,573.684210526315
1657112400,223.15789473684
1657116000,192.368421052635
1657119600,141.05263157895
1657123200,446.84210526316
1657126800,227.894736842105
1657130400,71.3157894736855
1657134000,3.42105263157895
1657137600,0
1657141200,0
1657144800,0
1657148400,0
1657152000,0
1657155600,0
1657159200,0
1657162800,0.78947368421055
1657166400,47.894736842105
1657170000,187.105263157895
1657173600,341.05263157895
1657177200,514.736842105265
1657180800,707.105263157895
1657184400,833.421052631575
1657188000,928.684210526315
1657191600,721.05263157895
1657195200,944.73684210526
1657198800,887.63157894737
1657202400,798.68421052632
1657206000,525.526315789475
1657209600,393.421052631575
1657213200,225
1657216800,53.684210526316
1657220400,0.26315789473684
1657224000,0
1657227600,0
1657231200,0
1657234800,0
1657238400,0
1657242000,0
1657245600,0
1657249200,0.78947368421055
1657252800,59.736842105263
1657256400,208.684210526315
1657260000,371.05263157895
1657263600,549.473684210525
1657267200,657.368421052635
1657270800,800.789473684215
1657274400,763.94736842105
1657278000,1002.89473684212
1657281600,965.52631578947
1657285200,924.473684210525
1657288800,771.57894736842
1657292400,614.73684210526
1657296000,438.68421052632
1657299600,256.57894736842
1657303200,82.3684210526315
1657306800,3.6842105263158
1657310400,0
1657314000,0
1657317600,0
1657321200,0
1657324800,0
1657328400,0
1657332000,0
1657335600,0.78947368421055
1657339200,51.578947368421
1657342800,196.84210526316
1657346400,364.473684210525
1657350000,538.947368421055
1657353600,718.684210526315
1657357200,848.15789473684
1657360800,933.15789473684
1657364400,959.473684210525
1657368000,963.157894736845
1657371600,900.263157894735
1657375200,761.315789473685
1657378800,608.94736842105
1657382400,435.263157894735
1657386000,167.63157894737
1657389600,80.2631578947365
1657393200,3.42105263157895
1657396800,0
1657400400,0
1657404000,0
1657407600,0
1657411200,0
1657414800,0
1657418400,0
1657422000,0.5263157894737
1657425600,55.7894736842105
1657429200,199.736842105265
1657432800,361.578947368425
1657436400,547.368421052635
1657440000,743.42105263158
1657443600,856.315789473685
1657447200,962.105263157895
1657450800,984.47368421053
1657454400,977.105263157895
1657458000,925.52631578947
1657461600,760.26315789474
1657465200,617.36842105263
1657468800,433.42105263158
1657472400,244.473684210525
1657476000,73.6842105263135
1657479600,3.1578947368421
1657483200,0
1657486800,0
1657490400,0
1657494000,0
1657497600,0
1657501200,0
1657504800,0
1657508400,0.5263157894737
1657512000,45.7894736842105
1657515600,187.894736842105
1657519200,342.10526315789
1657522800,522.105263157895
1657526400,710.78947368421
1657530000,846.84210526316
1657533600,953.15789473684
1657537200,961.052631578945
1657540800,941.315789473685
1657544400,895
1657548000,750.526315789475
1657551600,596.315789473685
1657555200,423.684210526315
1657558800,231.842105263155
1657562400,66.052631578945
1657566000,2.89473684210525
1657569600,0
1657573200,0
1657576800,0
1657580400,0
1657584000,0
1657587600,0
1657591200,0
1657594800,0.26315789473684
1657598400,29.4736842105265
1657602000,134.210526315785
1657605600,285.78947368421
1657609200,340
1657612800,614.736842105265
1657616400,439.73684210526
1657620000,602.105263157895
1657623600,898.947368421075
1657627200,588.42105263158
1657630800,632.368421052635
1657634400,586.842105263155
1657638000,455.526315789475
1657641600,330.263157894735
1657645200,175.78947368421
1657648800,44.736842105263
1657652400,2.6315789473684
1657656000,0
1657659600,0
1657663200,0
1657666800,0
1657670400,0
1657674000,0
1657677600,0
1657681200,0.5263157894737
1657684800,49.2105263157895
1657688400,198.684210526315
1657692000,365.26315789474
1657695600,551.315789473685
1657699200,737.631578947365
1657702800,878.157894736845
1657706400,977.894736842105
1657710000,1008.15789473685
1657713600,993.684210526315
1657717200,954.21052631579
1657720800,802.63157894737
1657724400,639.73684210526
1657728000,445.52631578947
1657731600,261.05263157895
1657735200,79.2105263157895
1657738800,3.1578947368421
1657742400,0
1657746000,0
1657749600,0
1657753200,0
1657756800,0
1657760400,0
1657764000,0
1657767600,0.5263157894737
1657771200,50.5263157894735
1657774800,202.105263157895
1657778400,363.684210526315
1657782000,557.894736842105
1657785600,745.263157894735
1657789200,862.631578947365
1657792800,991.57894736842
1657796400,1010.7894736842
1657800000,992.631578947355
1657803600,946.05263157895
1657807200,789.736842105265
1657810800,633.42105263158
1657814400,446.052631578945
1657818000,214.21052631579
1657821600,77.894736842106
1657825200,2.6315789473684
1657828800,0
1657832400,0
1657836000,0
1657839600,0
1657843200,0
1657846800,0
1657850400,0
1657854000,0.26315789473684
1657857600,36.3157894736845
1657861200,182.105263157895
1657864800,348.42105263158
1657868400,550.78947368421
1657872000,747.894736842105
1657875600,877.105263157895
